"GeneA"	"GeneB"	"Connection"
"Fbw7-alpha/USP28_(complex)"	"MYC/Max_(complex)"	"-a|"
"FBX2/SKP1/Roc1/CUL1/SAE1/Ubc9_(complex)"	"protein_ubiquitination_(abstract)"	"-a>"
"FBXL3"	"FBXL3/CRY_(complex)"	"component>"
"FBXL3"	"unfolded_CCT/TriC_substrate_candidates_(family)"	"member>"
"FBXL5"	"unfolded_CCT/TriC_substrate_candidates_(family)"	"member>"
"FBXO11"	"p53/NEDD8_(complex)"	"-a>"
"FBXO17"	"E3_ligases_in_proteasomal_degradation_(family)"	"member>"
"FBXO2"	"FBX2/SKP1/Roc1/CUL1/SAE1/Ubc9_(complex)"	"component>"
"FBXO2"	"substrate_recognition_component_of_a_SCF_E3_ligase_complex_(family)"	"member>"
"FBXO27"	"E3_ligases_in_proteasomal_degradation_(family)"	"member>"
"FBXO3"	"substrate_recognition_component_of_a_SCF_E3_ligase_complex_(family)"	"member>"
"FBXO4"	"substrate_recognition_component_of_a_SCF_E3_ligase_complex_(family)"	"member>"
"FBXO4"	"unfolded_CCT/TriC_substrate_candidates_(family)"	"member>"
"FBXO44"	"E3_ligases_in_proteasomal_degradation_(family)"	"member>"
"FBXO45"	"TAp73a_(tetramer)_(complex)"	"-a|"
"FBXO5"	"E2F1_targets_(family)"	"member>"
"FBXO5"	"Emi1/Cdc20/Cdh1_complex_(complex)"	"component>"
"FBXO5"	"Emi1/Cdc20_complex_(complex)"	"component>"
"FBXO5"	"Emi1/Cdh1_complex_(complex)"	"component>"
"FBXO5"	"phospho-Emi1(Ser_145_Ser_149)/Cdc20/Cdh1_complexes_(complex)"	"component>"
"FBXO5"	"phospho-Emi1(Ser_182)/Cdc20/Cdh1/complexes_(complex)"	"component>"
"FBXO5"	"Phospho-Emi1(Ser_182)/Cdc20/Cdh1_complexes_(complex)"	"component>"
"FBXO6"	"substrate_recognition_component_of_a_SCF_E3_ligase_complex_(family)"	"member>"
"FBXO6"	"unfolded_CCT/TriC_substrate_candidates_(family)"	"member>"
"FBXO8"	"ARF6/GDP_(complex)"	"-a|"
"FBXW10"	"unfolded_CCT/TriC_substrate_candidates_(family)"	"member>"
"FBXW11"	"beta_catenin/beta_TrCP1_(complex)"	"component>"
"FBXW11"	"beta_TrCP1/SCF_(complex)"	"component>"
"FBXW11"	"beta_TrCP1-2_(family)"	"member>"
"FBXW11"	"substrate_recognition_component_of_a_SCF_E3_ligase_complex_(family)"	"member>"
"FBXW11"	"VEGFR2_(dimer)/VEGFA_(dimer)_(complex)"	"-a|"
"FBXW2"	"unfolded_CCT/TriC_substrate_candidates_(family)"	"member>"
"FBXW4"	"unfolded_CCT/TriC_substrate_candidates_(family)"	"member>"
"FBXW5"	"unfolded_CCT/TriC_substrate_candidates_(family)"	"member>"
"FBXW7"	"dNp63a_(tetramer)_(complex)"	"-a|"
"FBXW7"	"FBW7/SKP1/CUL1/CDC34_(complex)"	"component>"
"FBXW7"	"FBXW7"	"-a>"
"FBXW7"	"MYC/Max_(complex)"	"-a|"
"FBXW7"	"SCF/SEL10_(complex)"	"component>"
"FBXW7"	"substrate_recognition_component_of_a_SCF_E3_ligase_complex_(family)"	"member>"
"FBXW7"	"unfolded_CCT/TriC_substrate_candidates_(family)"	"member>"
"FBXW8"	"RBX1-CUL7-SKP1-FBXW8_(complex)"	"component>"
"FBXW9"	"unfolded_CCT/TriC_substrate_candidates_(family)"	"member>"
"Fc_epsilon_R1/FcgammaRIIB/SHIP/RasGAP/p62DOK_(complex)"	"RAF1"	"-a>"
"Fc_epsilon_R1/FcgammaRIIB/SHIP_(complex)"	"Fc_epsilon_R1/FcgammaRIIB/SHIP/RasGAP/p62DOK_(complex)"	"component>"
"Fc_epsilon_R1/FcgammaRIIB_(complex)"	"Fc_epsilon_R1/FcgammaRIIB/SHIP_(complex)"	"component>"
"Fc_epsilon_R1_(complex)"	"Antigen/IgE/Fc_epsilon_R1/LYN/SYK_(complex)"	"component>"
"Fc_epsilon_R1_(complex)"	"Antigen/IgE/Fc_epsilon_R1_(complex)"	"component>"
"Fc_epsilon_R1_(complex)"	"Fc_epsilon_R1/FcgammaRIIB_(complex)"	"component>"
"Fc_epsilon_receptor_I/LYN/SYK_(complex)"	"BTK"	"-a>"
"Fc_epsilon_receptor_I/LYN/SYK_(complex)"	"PI3K_(complex)"	"-a>"
"Fc_epsilon_receptor_I/LYN/SYK_(complex)"	"SHC/GRB2/SOS-1_(complex)"	"-a>"
"Fc_epsilon_receptor_I/LYN/SYK_(complex)"	"VAV1"	"-a>"
"Fc_receptor_complex_(complex)"	"alphaM/beta2_Integrin_(complex)"	"-a|"
"FCAMR"	"B_cell_proliferation_(abstract)"	"-a>"
"FCER1A"	"Antigen/IgE/Fc_epsilon_R1/Fyn_(complex)"	"component>"
"FCER1A"	"Antigen/IgE/Fc_epsilon_R1/LYN/SYK/WIP_(complex)"	"component>"
"FCER1A"	"Antigen/IgE/Fc_epsilon_R1/LYN/SYK_(complex)"	"component>"
"FCER1A"	"Antigen/IgE/Fc_epsilon_R1_(complex)"	"component>"
"FCER1A"	"Fc_epsilon_R1/FcgammaRIIB/SHIP/RasGAP/p62DOK_(complex)"	"component>"
"FCER1A"	"Fc_epsilon_R1/FcgammaRIIB/SHIP_(complex)"	"component>"
"FCER1A"	"Fc_epsilon_R1/FcgammaRIIB_(complex)"	"component>"
"FCER1A"	"Fc_epsilon_R1_(complex)"	"component>"
"FCER1A"	"Fc_epsilon_receptor_I/LYN/SYK_(complex)"	"component>"
"FCER1G"	"Antigen/IgE/Fc_epsilon_R1/Fyn_(complex)"	"component>"
"FCER1G"	"Antigen/IgE/Fc_epsilon_R1/LYN/SYK/WIP_(complex)"	"component>"
"FCER1G"	"Antigen/IgE/Fc_epsilon_R1/LYN/SYK_(complex)"	"component>"
"FCER1G"	"Antigen/IgE/Fc_epsilon_R1_(complex)"	"component>"
"FCER1G"	"Fc_epsilon_R1/FcgammaRIIB/SHIP/RasGAP/p62DOK_(complex)"	"component>"
"FCER1G"	"Fc_epsilon_R1/FcgammaRIIB/SHIP_(complex)"	"component>"
"FCER1G"	"Fc_epsilon_R1/FcgammaRIIB_(complex)"	"component>"
"FCER1G"	"Fc_epsilon_R1_(complex)"	"component>"
"FCER1G"	"Fc_epsilon_receptor_I/LYN/SYK_(complex)"	"component>"
"FCER1G"	"FceRI_gamma_dimer_(complex)"	"component>"
"FCER1G"	"GP_VI_/_phosphorylated_Fc_Epsilon_R1_gamma_complex_(complex)"	"component>"
"FceRI_gamma_dimer_(complex)"	"GP_VI_/_FceRI_gamma_dimer_(complex)"	"component>"
"Fc-gamma_receptor_(family)"	"MR/other_probable_receptors_(family)"	"member>"
"Fc-gamma_receptor_alpha_(family)"	"MR/other_probable_receptors_(family)"	"member>"
"FCGR1A"	"Fc-gamma_receptor_(family)"	"member>"
"FCGR1A"	"Fc-gamma_receptor_alpha_(family)"	"member>"
"FCGR1B"	"Fc-gamma_receptor_(family)"	"member>"
"FCGR1B"	"Fc-gamma_receptor_alpha_(family)"	"member>"
"FCGR2A"	"alphaM/beta2_Integrin/Fc_gamma_RIIa_(complex)"	"component>"
"FCGR2A"	"LAT"	"-a>"
"FCGR2B"	"B-cell_antigen/BCR_complex/FcgammaRIIB_(complex)"	"component>"
"FCGR2B"	"Fc_epsilon_R1/FcgammaRIIB/SHIP/RasGAP/p62DOK_(complex)"	"component>"
"FCGR2B"	"Fc_epsilon_R1/FcgammaRIIB/SHIP_(complex)"	"component>"
"FCGR2B"	"Fc_epsilon_R1/FcgammaRIIB_(complex)"	"component>"
"FCGR2B"	"Lymphoid-expressed_Fc-gamma_receptors_(family)"	"member>"
"FCGR3A"	"Activating_receptors_(family)"	"member>"
"FCGR3A"	"Lymphoid-expressed_Fc-gamma_receptors_(family)"	"member>"
"FCGR3B"	"Activating_receptors_(family)"	"member>"
"FDFT1"	"FDFT_(Mg2+_cofactor)_(complex)"	"component>"
"FE65/AICD_(complex)"	"E2/ERA_(dimer)/FE65/AICD_(complex)"	"component>"
"FECH"	"FECH_homodimer_(2Fe-2S_cluster)_(complex)"	"component>"
"female_pregnancy_(abstract)"	"LIF"	"-t>"
"FEN1"	"APE1/FEN1_complex_(complex)"	"component>"
"FEN1"	"DNA_containing_unligated_replacement-synthesized_patch_(complex)"	"-a>"
"FEN1"	"FEN1/PCNA_complex_(complex)"	"component>"
"FEN1"	"Processive_complex/nicked_DNA_from_adjacent_Okazaki_fragments_(complex)"	"-a>"
"FEN1"	"Processive_complex_loaded_on_telomere/nicked_DNA_from_adjacent_Okazaki_fragments_(complex)"	"-a>"
"FEN1"	"RTC_with_integration_competent_viral_DNA_(complex)"	"-a>"
"FER"	"CTTN"	"-a|"
"FER"	"N-cadherin/Ca2+/beta_catenin/alpha_catenin/p120_catenin/Fer_(complex)"	"component>"
"FER"	"PTPN1"	"-a|"
"FER"	"PTPN11"	"-a|"
"FER"	"STAT5A"	"-a|"
"FER"	"Tyrosine_kinases_(family)"	"member>"
"Fer-Fyn"	"E-cadherin/Ca2+/p120_catenin_(complex)"	"-a>"
"FERMT2"	"MIG-2/MIGFILIN_(complex)"	"component>"
"Ferritin_Complex_(complex)"	"Golgi-associated_vesicle_interacting_proteins_(family)"	"member>"
"Ferritin_Complex_Chains_(family)"	"Ferritin_Complex_(complex)"	"component>"
"FES"	"IL4/IL4R/JAK1/IL2R_gamma/JAK3/FES/IRS2_(complex)"	"component>"
"FES"	"IL4/IL4R/JAK1/IL2R_gamma/JAK3/FES_(complex)"	"component>"
"FES"	"PI3K_(complex)"	"-a|"
"FES"	"Sema3A/NRP-1/pPlexin-A/Fyn/Fes_(complex)"	"component>"
"FES"	"Tyrosine_kinases_(family)"	"member>"
"Fes_phosphorylated_CRMPs_1-5_(family)"	"pCRMPs_tertramers_(Y499)_(complex)"	"component>"
"FFAR1"	"Free_fatty_acid_receptor_1/fatty_acid_complex_(complex)"	"component>"
"FFAR1"	"GPCRs_that_activate_Gq/11_(family)"	"member>"
"FFAR2"	"FFAR2/Carboxylate_ligands_(complex)"	"component>"
"FFAR2"	"GPCRs_that_activate_Gq/11_(family)"	"member>"
"FFAR2/Carboxylate_ligands_(complex)"	"Ligand/GPCR_complexes_that_activate_Gq/11_(family)"	"member>"
"FFAR3"	"FFAR3/Carboxylate_ligands_(complex)"	"component>"
"FFAR3"	"GPCRs_that_activate_Gq/11_(family)"	"member>"
"FFAR3/Carboxylate_ligands_(complex)"	"Ligand/GPCR_complexes_that_activate_Gq/11_(family)"	"member>"
"FGA"	"alpha5/beta1_Integrin/Fibrinogen_(complex)"	"component>"
"FGA"	"alphaIIb/beta3_Integrin/Fibrinogen_(complex)"	"component>"
"FGA"	"alphaM/beta2_Integrin/Fibrinogen_(complex)"	"component>"
"FGA"	"alphav/beta3_Integrin/Fibrinogen_(complex)"	"component>"
"FGA"	"alphaX/beta2_Integrin/Fibrinogen_(complex)"	"component>"
"FGA"	"fibrin_monomer_(complex)"	"component>"
"FGA"	"Fibrinogen_(complex)"	"component>"
"FGA"	"fibrinogen_(complex)"	"component>"
"FGA"	"Systemic_amyloid_fibrim_monomers_(family)"	"member>"
"FGA"	"uPA/uPAR/alphaM/beta2_Integrin/Fibrinogen_(complex)"	"component>"
"FGA"	"uPAR/alphaM/beta2_Integrin/Fibrinogen_(complex)"	"component>"
"FGB"	"alpha5/beta1_Integrin/Fibrinogen_(complex)"	"component>"
"FGB"	"alphaIIb/beta3_Integrin/Fibrinogen_(complex)"	"component>"
"FGB"	"alphaM/beta2_Integrin/Fibrinogen_(complex)"	"component>"
"FGB"	"alphav/beta3_Integrin/Fibrinogen_(complex)"	"component>"
"FGB"	"alphaX/beta2_Integrin/Fibrinogen_(complex)"	"component>"
"FGB"	"fibrin_monomer_(complex)"	"component>"
"FGB"	"Fibrinogen_(complex)"	"component>"
"FGB"	"fibrinogen_(complex)"	"component>"
"FGB"	"uPA/uPAR/alphaM/beta2_Integrin/Fibrinogen_(complex)"	"component>"
"FGB"	"uPAR/alphaM/beta2_Integrin/Fibrinogen_(complex)"	"component>"
"FGD1"	"CDC42/GTP_(complex)"	"-a|"
"FGD1"	"GEF_(family)"	"member>"
"FGD2"	"FGD2"	"-a>"
"FGD2"	"Fgd2_(family)"	"member>"
"Fgd2_(family)"	"GEF_(family)"	"member>"
"FGD3"	"FGD3"	"-a>"
"FGD3"	"Fgd3_(family)"	"member>"
"Fgd3_(family)"	"GEF_(family)"	"member>"
"FGD4"	"FGD4"	"-a>"
"FGD4"	"Frabin_(family)"	"member>"
"FGF"	"FGFR/FGF/Syndecan-2/FRS2/Cbl/GRB2/SOS1/SHC_(complex)"	"component>"
"FGF"	"FGFR/FGF/Syndecan-2/FRS2/Sprouty2/Cbl_(complex)"	"component>"
"FGF"	"FGFR/FGF/Syndecan-2/FRS2/Sprouty2/Grb2_(complex)"	"component>"
"FGF"	"FGFR/FGF/Syndecan-2/FRS2/Sprouty2_(complex)"	"component>"
"FGF"	"FGFR/FGF/Syndecan-2/FRS2_(complex)"	"component>"
"FGF"	"FGFR/FGF/Syndecan-2_(complex)"	"component>"
"FGF"	"FGFR/FGF/Syndecan-3_(complex)"	"component>"
"FGF"	"FGFR/FGF2/Syndecan-1_(complex)"	"component>"
"FGF"	"Grb2/SOS1/SHC/FRS2/FGFR/FGF_(complex)"	"component>"
"FGF"	"SHP2/GAB/GRB2/FRS2/FGFR/FGF/Syndecan-2_(complex)"	"component>"
"FGF"	"SHP2/GAB1/GRB2/FRS2/FGFR/FGF/Syndecan-2_(complex)"	"component>"
"FGF1"	"FGFR1b-binding_FGFs_(family)"	"member>"
"FGF1"	"FGFR1c-binding_FGFs_(family)"	"member>"
"FGF1"	"FGFR2b/FGF1/PAK4/GRB2_(complex)"	"component>"
"FGF1"	"FGFR2b/FGF1_(complex)"	"component>"
"FGF1"	"FGFR2b-binding_FGFs_(family)"	"member>"
"FGF1"	"FGFR2c-binding_FGFs_(family)"	"member>"
"FGF1"	"FGFR3b-binding_FGFs_(family)"	"member>"
"FGF1"	"FGFR3c-binding_FGFs_(family)"	"member>"
"FGF1"	"FGFR4-binding_FGFs_(family)"	"member>"
"FGF10"	"FGFR1b-binding_FGFs_(family)"	"member>"
"FGF10"	"FGFR2b-binding_FGFs_(family)"	"member>"
"FGF10"	"PDX1"	"-t>"
"FGF10"	"PTF1A"	"-t>"
"FGF16"	"FGFR2c-binding_FGFs_(family)"	"member>"
"FGF16"	"FGFR3c-binding_FGFs_(family)"	"member>"
"FGF16"	"FGFR4-binding_FGFs_(family)"	"member>"
"FGF17"	"FGFR1c-binding_FGFs_(family)"	"member>"
"FGF17"	"FGFR2c-binding_FGFs_(family)"	"member>"
"FGF17"	"FGFR3b-binding_FGFs_(family)"	"member>"
"FGF17"	"FGFR3c-binding_FGFs_(family)"	"member>"
"FGF17"	"FGFR4-binding_FGFs_(family)"	"member>"
"FGF18"	"FGFR2c-binding_FGFs_(family)"	"member>"
"FGF18"	"FGFR3b-binding_FGFs_(family)"	"member>"
"FGF18"	"FGFR3c-binding_FGFs_(family)"	"member>"
"FGF18"	"FGFR4-binding_FGFs_(family)"	"member>"
"FGF19"	"Activated_FGFR4_bound_to_FGF19/BetaKlotho_(complex)"	"component>"
"FGF19"	"FGF19_bound_to_BetaKlotho_and_FGFR4_(complex)"	"component>"
"FGF19"	"FGFR4/FGF19/Klotho_(complex)"	"component>"
"FGF19"	"FGFR4/FGF19_(complex)"	"component>"
"FGF19"	"FGFR4-binding_FGFs_(family)"	"member>"
"FGF19_bound_to_BetaKlotho_and_FGFR4_(complex)"	"Activated_FGFR4_bound_to_FGF19/BetaKlotho_(complex)"	"-a>"
"FGF2"	"alphav/beta3_Integrin_(complex)"	"-a>"
"FGF2"	"ANGPT2"	"-t>"
"FGF2"	"ERK1-2_(family)"	"-a|"
"FGF2"	"FGFR1b-binding_FGFs_(family)"	"member>"
"FGF2"	"FGFR1c-binding_FGFs_(family)"	"member>"
"FGF2"	"FGFR2c-binding_FGFs_(family)"	"member>"
"FGF2"	"FGFR3c-binding_FGFs_(family)"	"member>"
"FGF2"	"FGFR4-binding_FGFs_(family)"	"member>"
"FGF2"	"GPC1/FGF2_dimer/FGFR1_dimer_(complex)"	"component>"
"FGF2"	"Syndecan-4/FGFR1/FGF_(complex)"	"component>"
"FGF20"	"FGFR1c-binding_FGFs_(family)"	"member>"
"FGF20"	"FGFR2c-binding_FGFs_(family)"	"member>"
"FGF20"	"FGFR3b-binding_FGFs_(family)"	"member>"
"FGF20"	"FGFR3c-binding_FGFs_(family)"	"member>"
"FGF20"	"FGFR4-binding_FGFs_(family)"	"member>"
"FGF22"	"FGFR1b-binding_FGFs_(family)"	"member>"
"FGF22"	"FGFR2b-binding_FGFs_(family)"	"member>"
"FGF23"	"FGFR1c-binding_FGFs_(family)"	"member>"
"FGF23"	"FGFR2c-binding_FGFs_(family)"	"member>"
"FGF23"	"FGFR3c/FGF23/Klotho_(complex)"	"component>"
"FGF23"	"FGFR3c/FGF23_(complex)"	"component>"
"FGF23"	"FGFR3c-binding_FGFs_(family)"	"member>"
"FGF23"	"FGFR4-binding_FGFs_(family)"	"member>"
"FGF23"	"Klotho_bound_to_FGF23_(complex)"	"component>"
"FGF23_bound_to_Klotho_and_FGFR1c_(complex)"	"Activated_FGFR1c_bound_to_FGF23/Klotho_(complex)"	"-a>"
"FGF3"	"FGFR1b-binding_FGFs_(family)"	"member>"
"FGF3"	"FGFR2b-binding_FGFs_(family)"	"member>"
"FGF4"	"FGFR1c-binding_FGFs_(family)"	"member>"
"FGF4"	"FGFR2c-binding_FGFs_(family)"	"member>"
"FGF4"	"FGFR3c-binding_FGFs_(family)"	"member>"
"FGF4"	"FGFR4-binding_FGFs_(family)"	"member>"
"FGF5"	"FGFR1c-binding_FGFs_(family)"	"member>"
"FGF5"	"FGFR2c-binding_FGFs_(family)"	"member>"
"FGF5"	"FGFR3c-binding_FGFs_(family)"	"member>"
"FGF6"	"FGFR1c-binding_FGFs_(family)"	"member>"
"FGF6"	"FGFR2c-binding_FGFs_(family)"	"member>"
"FGF6"	"FGFR4-binding_FGFs_(family)"	"member>"
"FGF7"	"FGFR2b-binding_FGFs_(family)"	"member>"
"FGF7"	"kidney_development_(abstract)"	"-a>"
"FGF8"	"FGFR1c-binding_FGFs_(family)"	"member>"
"FGF8"	"FGFR2c-binding_FGFs_(family)"	"member>"
"FGF8"	"FGFR3b-binding_FGFs_(family)"	"member>"
"FGF8"	"FGFR3c-binding_FGFs_(family)"	"member>"
"FGF8"	"FGFR4-binding_FGFs_(family)"	"member>"
"FGF9"	"FGFR1c-binding_FGFs_(family)"	"member>"
"FGF9"	"FGFR2c-binding_FGFs_(family)"	"member>"
"FGF9"	"FGFR3b-binding_FGFs_(family)"	"member>"
"FGF9"	"FGFR3c-binding_FGFs_(family)"	"member>"
"FGF9"	"FGFR4-binding_FGFs_(family)"	"member>"
"FGFR/FGF/Syndecan-2/FRS2/Cbl/GRB2/SOS1/SHC_(complex)"	"degradation_(abstract)"	"-a>"
"FGFR/FGF/Syndecan-2/FRS2/Sprouty2_(complex)"	"FGFR/FGF/Syndecan-2/FRS2/Sprouty2/Cbl_(complex)"	"component>"
"FGFR/FGF/Syndecan-2/FRS2/Sprouty2_(complex)"	"FGFR/FGF/Syndecan-2/FRS2/Sprouty2/Grb2_(complex)"	"component>"
"FGFR/FGF/Syndecan-2/FRS2/Sprouty2_(complex)"	"Grb2/SOS1/SHC/FRS2/FGFR/FGF_(complex)"	"component>"
"FGFR/FGF/Syndecan-2/FRS2_(complex)"	"FGFR/FGF/Syndecan-2/FRS2/Sprouty2/Grb2_(complex)"	"component>"
"FGFR/FGF/Syndecan-2/FRS2_(complex)"	"FGFR/FGF/Syndecan-2/FRS2/Sprouty2_(complex)"	"component>"
"FGFR/FGF/Syndecan-2/FRS2_(complex)"	"Grb2/SOS1/SHC/FRS2/FGFR/FGF_(complex)"	"component>"
"FGFR/FGF/Syndecan-2/FRS2_(complex)"	"SHP2/GAB/GRB2/FRS2/FGFR/FGF/Syndecan-2_(complex)"	"component>"
"FGFR/FGF/Syndecan-2/FRS2_(complex)"	"SHP2/GAB1/GRB2/FRS2/FGFR/FGF/Syndecan-2_(complex)"	"component>"
"FGFR/FGF/Syndecan-2_(complex)"	"AP1_(complex)"	"-a|"
"FGFR/FGF/Syndecan-2_(complex)"	"FGFR/FGF/Syndecan-2/FRS2_(complex)"	"component>"
"FGFR/FGF/Syndecan-2_(complex)"	"PLCG1"	"-a|"
"FGFR/FGF/Syndecan-2_(complex)"	"SPP1"	"-t>"
"FGFR/FGF/Syndecan-2_(complex)"	"STAT1"	"-a|"
"FGFR/FGF/Syndecan-3_(complex)"	"limb_bud_formation_(abstract)"	"-a>"
"FGFR/FGF2_(family)"	"FGFR/FGF/Syndecan-2_(complex)"	"component>"
"FGFR/FGF2_(family)"	"FGFR/FGF/Syndecan-3_(complex)"	"component>"
"FGFR/FGF2_(family)"	"FGFR/FGF2/Syndecan-1_(complex)"	"component>"
"FGFR1"	"Activated_FGFR1c_bound_to_FGF23/Klotho_(complex)"	"component>"
"FGFR1"	"Activated_FGFR1c_homodimer_(complex)"	"component>"
"FGFR1"	"apoptosis_(abstract)"	"-a|"
"FGFR1"	"FGFR/FGF/Syndecan-2/FRS2/Cbl/GRB2/SOS1/SHC_(complex)"	"component>"
"FGFR1"	"FGFR/FGF/Syndecan-2/FRS2/Sprouty2/Cbl_(complex)"	"component>"
"FGFR1"	"FGFR/FGF/Syndecan-2/FRS2/Sprouty2/Grb2_(complex)"	"component>"
"FGFR1"	"FGFR/FGF/Syndecan-2/FRS2/Sprouty2_(complex)"	"component>"
"FGFR1"	"FGFR/FGF/Syndecan-2/FRS2_(complex)"	"component>"
"FGFR1"	"FGFR/FGF/Syndecan-2_(complex)"	"component>"
"FGFR1"	"FGFR/FGF/Syndecan-3_(complex)"	"component>"
"FGFR1"	"FGFR/FGF2/Syndecan-1_(complex)"	"component>"
"FGFR1"	"FGFR1/NCAM_(complex)"	"component>"
"FGFR1"	"FGFR1c_homodimer_(complex)"	"component>"
"FGFR1"	"GPC1/FGF2_dimer/FGFR1_dimer_(complex)"	"component>"
"FGFR1"	"Grb2/SOS1/SHC/FRS2/FGFR/FGF_(complex)"	"component>"
"FGFR1"	"L1/FGFR1_(complex)"	"component>"
"FGFR1"	"PLCG1"	"-a|"
"FGFR1"	"SHP2/GAB/GRB2/FRS2/FGFR/FGF/Syndecan-2_(complex)"	"component>"
"FGFR1"	"SHP2/GAB1/GRB2/FRS2/FGFR/FGF/Syndecan-2_(complex)"	"component>"
"FGFR1b/FGF1_(complex)"	"FGFR1b-FGF_complex_(family)"	"member>"
"FGFR1b/FGF10_(complex)"	"FGFR1b-FGF_complex_(family)"	"member>"
"FGFR1b/FGF2_(complex)"	"FGFR1b-FGF_complex_(family)"	"member>"
"FGFR1b/FGF2_(complex)"	"FGFR-FGF2_complex_(family)"	"member>"
"FGFR1b/FGF3_(complex)"	"FGFR1b-FGF_complex_(family)"	"member>"
"FGFR1b_homodimer_(complex)"	"FGFR1b_homodimer_bound_to_FGF_(complex)"	"component>"
"FGFR1b_homodimer_bound_to_FGF_(complex)"	"Activated_FGFR1b_homodimer_(complex)"	"-a>"
"FGFR1b-binding_FGFs_(family)"	"Activated_FGFR1b_homodimer_(complex)"	"component>"
"FGFR1b-binding_FGFs_(family)"	"FGFR1b_homodimer_bound_to_FGF_(complex)"	"component>"
"FGFR1b-FGF_complex_(family)"	"FGFR/FGF2_(family)"	"member>"
"FGFR1b-FGF_complex_(family)"	"FGFR1-FGF_complex_(family)"	"member>"
"FGFR1c/FGF1_(complex)"	"FGFR1c-FGF_complex_(family)"	"member>"
"FGFR1c/FGF2_(complex)"	"FGFR1c-FGF_complex_(family)"	"member>"
"FGFR1c/FGF2_(complex)"	"FGFR-FGF2_complex_(family)"	"member>"
"FGFR1c/FGF4_(complex)"	"FGFR1c-FGF_complex_(family)"	"member>"
"FGFR1c/FGF5_(complex)"	"FGFR1c-FGF_complex_(family)"	"member>"
"FGFR1c/FGF6_(complex)"	"FGFR1c-FGF_complex_(family)"	"member>"
"FGFR1c_homodimer_(complex)"	"FGF23_bound_to_Klotho_and_FGFR1c_(complex)"	"component>"
"FGFR1c_homodimer_(complex)"	"FGFR1c_homodimer_bound_to_FGF_(complex)"	"component>"
"FGFR1c_homodimer_(complex)"	"NCAM1/FGFR-1_(complex)"	"component>"
"FGFR1c_homodimer_bound_to_FGF_(complex)"	"Activated_FGFR1c_homodimer_(complex)"	"-a>"
"FGFR1c-binding_FGFs_(family)"	"Activated_FGFR1c_homodimer_(complex)"	"component>"
"FGFR1c-binding_FGFs_(family)"	"FGFR1c_homodimer_bound_to_FGF_(complex)"	"component>"
"FGFR1c-FGF_complex_(family)"	"FGFR/FGF2_(family)"	"member>"
"FGFR1c-FGF_complex_(family)"	"FGFR1-FGF_complex_(family)"	"member>"
"FGFR1-FGF_complex/Sef_(complex)"	"MAPKKK_cascade_(abstract)"	"-a|"
"FGFR1-FGF_complex/Src/Cortactin_(complex)"	"cell_migration_(abstract)"	"-a>"
"FGFR1-FGF_complex_(family)"	"CDH1"	"-a|"
"FGFR1-FGF_complex_(family)"	"E-cadherin/beta_catenin_(complex)"	"component>"
"FGFR1-FGF_complex_(family)"	"FGFR1-FGF_complex/NCAM_isoforms_(complex)"	"component>"
"FGFR1-FGF_complex_(family)"	"FGFR1-FGF_complex/Sef_(complex)"	"component>"
"FGFR1-FGF_complex_(family)"	"FGFR1-FGF_complex/Src/Cortactin_(complex)"	"component>"
"CEP43"	"centrosome_(complex)"	"component>"
"CEP43"	"centrosome_containing_phosphorylated_Nlp_(complex)"	"component>"
"CEP43"	"cNAP-1_depleted_centrosome_(complex)"	"component>"
"CEP43"	"Nlp-depleted_centrosome_(complex)"	"component>"
"FGFR2"	"Activated_FGFR2b_long_homodimer_(complex)"	"component>"
"FGFR2"	"Activated_FGFR2b_short_homodimer_bound_to_FGF_(complex)"	"component>"
"FGFR2"	"Activated_FGFR2c_long_homodimer_(complex)"	"component>"
"FGFR2"	"Activated_FGFR2c_short_homodimer_bound_to_FGF_(complex)"	"component>"
"FGFR2"	"FGFR2"	"-a>"
"FGFR2"	"FGFR2/NCAM_(complex)"	"component>"
"FGFR2"	"FGFR2b/FGF1/PAK4/GRB2_(complex)"	"component>"
"FGFR2"	"FGFR2b/FGF1_(complex)"	"component>"
"FGFR2"	"FGFR2b_long_homodimer_(complex)"	"component>"
"FGFR2"	"FGFR2b_short_homodimer_(complex)"	"component>"
"FGFR2"	"FGFR2c_long_homodimer_(complex)"	"component>"
"FGFR2"	"FGFR2c_short_homodimer_(complex)"	"component>"
"FGFR2"	"Fibroblast_growth_factor_receptor_2b_(family)"	"member>"
"FGFR2"	"Fibroblast_growth_factor_receptor_2c_(family)"	"member>"
"FGFR2b/FGF1/PAK4/GRB2_(complex)"	"negative_regulation_of_apoptosis_(abstract)"	"-a>"
"FGFR2b/FGF1_(complex)"	"FGFR2b/FGF1/PAK4/GRB2_(complex)"	"component>"
"FGFR2b_homodimer_bound_to_FGF_(family)"	"Activated_FGFR2b_homodimer_bound_to_FGF_(family)"	"-a>"
"FGFR2b_long_homodimer_(complex)"	"FGFR2b_long_homodimer_bound_to_FGF_(complex)"	"component>"
"FGFR2b_long_homodimer_bound_to_FGF_(complex)"	"FGFR2b_homodimer_bound_to_FGF_(family)"	"member>"
"FGFR2b_short_homodimer_(complex)"	"FGFR2b_short_homodimer_bound_to_FGF_(complex)"	"component>"
"FGFR2b_short_homodimer_bound_to_FGF_(complex)"	"FGFR2b_homodimer_bound_to_FGF_(family)"	"member>"
